"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrezgene","external_gene_name","chromosome_name","start_position","end_position","strand","gene_biotype","description"
"14","ENSG00000002016",286.134484375111,0.131555492297959,0.0793463555771592,1.65799035558765,0.0973194130281355,0.224814423335413,5893,"RAD52","12",912077,990053,-1,"protein_coding","RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]"
"15","ENSG00000002330",34.5316091366998,0.227382876011903,0.202391842389025,1.12347846300466,0.261234342473584,0.442554708815962,572,"BAD","11",64269830,64284704,-1,"protein_coding","BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]"
"16","ENSG00000002549",320.222906580567,-0.0943499962432304,0.0863566367329108,-1.09256219108025,0.274586070769586,0.45795545921807,51056,"LAP3","4",17577192,17607972,1,"protein_coding","leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]"
"17","ENSG00000002586",5347.19503144794,0.653992527123025,0.111203526882715,5.88104123543478,4.07693572379137e-09,2.20276488700403e-07,4267,"CD99","X",2691187,2741309,1,"protein_coding","CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]"
"18","ENSG00000002745",37.2814337021967,-1.25575835201323,0.820761355585235,-1.52999205368024,0.126018695857313,0.267893346812666,51384,"WNT16","7",121325367,121341104,1,"protein_coding","Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]"
"19","ENSG00000002746",656.25649182404,-0.190611931155112,0.322721277994967,-0.590639490334707,0.554761999203686,0.721515888893345,23072,"HECW1","7",43112629,43566001,1,"protein_coding","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]"
"20","ENSG00000002834",1919.62284369129,-0.0156180863043861,0.0590633180599626,-0.264429544722331,0.791448948075032,0.884807591344295,3927,"LASP1","17",38869859,38921770,1,"protein_coding","LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]"
"21","ENSG00000002919",214.741752539791,0.131875156672914,0.0960801786377203,1.37255320028247,0.169891289354623,0.328832757395974,29916,"SNX11","17",48103357,48123074,1,"protein_coding","sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]"
"22","ENSG00000002933",23.3282534528935,1.87011461526448,0.913661561642002,2.04683516717456,0.0406742714809781,0.12162838560407,55365,"TMEM176A","7",150800403,150805118,1,"protein_coding","transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]"
"23","ENSG00000003056",952.275030052973,0.190476977199583,0.0946295559927921,2.01286981853842,0.0441283264593966,0.128462913061513,4074,"M6PR","12",8940361,8949761,-1,"protein_coding","mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]"
"24","ENSG00000003137",922.414171777222,0.859081870494808,0.202056414455791,4.25169313633826,2.12160433005535e-05,0.000345662932279508,56603,"CYP26B1","2",72129238,72148038,-1,"protein_coding","cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]"
"25","ENSG00000003393",780.640132633276,0.025502166159977,0.0747565115037416,0.341136385941451,0.733000910341482,0.84900919956568,57679,"ALS2","2",201700267,201780956,-1,"protein_coding","ALS2, alsin Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:443]"
"26","ENSG00000003400",122.401911691262,-0.2022589410394,0.302505011930422,-0.668613520644479,0.503742045479032,0.678760596929703,843,"CASP10","2",201182881,201229406,1,"protein_coding","caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]"
"27","ENSG00000003402",1376.98777234445,0.414229060012198,0.0888512401324051,4.66205153011842,3.13072772317971e-06,6.98091545046932e-05,8837,"CFLAR","2",201116154,201176687,1,"protein_coding","CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]"
"28","ENSG00000003509",253.752224840041,0.342159154563097,0.121599248169013,2.81382623425042,0.00489556834535349,0.0255974650911101,55471,"NDUFAF7","2",37231631,37253403,1,"protein_coding","NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]"
"29","ENSG00000003756",1222.57096580108,-0.0264774021825412,0.0617040228431308,-0.429103338202994,0.667848023044101,0.804995953412772,10181,"RBM5","3",50088908,50119021,1,"protein_coding","RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]"
"30","ENSG00000004139",112.440175613483,-0.216511367744328,0.144224879642193,-1.50120678402693,0.133302085841627,0.278869849680288,23098,"SARM1","17",28364356,28404049,1,"protein_coding","sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]"
"31","ENSG00000004142",1387.8671440801,-0.165734519197269,0.082425650454783,-2.01071533294345,0.0443555335338326,0.128774861031506,26073,"POLDIP2","17",28346633,28357527,-1,"protein_coding","DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]"
"32","ENSG00000004399",6828.72157242789,0.817584787392592,0.143753653663879,5.68740179156939,1.28986735199187e-08,6.13074922226813e-07,23129,"PLXND1","3",129555175,129606818,-1,"protein_coding","plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]"
"33","ENSG00000004455",98.22165557289,-0.227622468825258,0.15136390029186,-1.50380948420566,0.132630428453682,0.278064840839862,204,"AK2","1",33007940,33080996,-1,"protein_coding","adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]"
"34","ENSG00000004487",108.084882464245,-0.409819761275397,0.11744291829959,-3.48952297174675,0.000483883467266449,0.00426027770878385,23028,"KDM1A","1",23019443,23083689,1,"protein_coding","lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]"
"35","ENSG00000004534",1920.82587175614,0.1964822430136,0.0827230667426827,2.3751808383117,0.0175403542967613,0.0660710506941432,10180,"RBM6","3",49940007,50100045,1,"protein_coding","RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]"
"36","ENSG00000004660",544.107916258787,0.0697717444391828,0.238231345398976,0.292873905078835,0.769618535438807,0.87290635539184,84254,"CAMKK1","17",3860315,3894891,-1,"protein_coding","calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]"
"37","ENSG00000004700",1170.47686321552,0.311156554709669,0.10249779791751,3.03573892348485,0.00239947032366428,0.0150777849413954,5965,"RECQL","12",21468910,21501669,-1,"protein_coding","RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]"
"38","ENSG00000004766",347.73856277369,-0.129323150094528,0.0966000163272171,-1.33874873950814,0.180652483486421,0.343612057878566,55610,"VPS50","7",93232340,93361123,1,"protein_coding","VPS50, EARP/GARPII complex subunit [Source:HGNC Symbol;Acc:HGNC:25956]"
"39","ENSG00000004776",100.648104405807,0.830499316711768,0.445464396703227,1.8643449911106,0.0622732724821621,0.163786349904717,126393,"HSPB6","19",35754566,35758079,-1,"protein_coding","heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]"
"40","ENSG00000004777",124.013973021542,-0.826384333115059,0.23645939714948,-3.49482550948337,0.000474371772184199,0.00420367483394719,115703,"ARHGAP33","19",35774532,35788822,1,"protein_coding","Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]"
"41","ENSG00000004779",431.170491789759,0.213654405143031,0.132381951782579,1.61392396974122,0.10654391874854,0.240070355504863,4706,"NDUFAB1","16",23581014,23596316,-1,"protein_coding","NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]"
"42","ENSG00000004864",367.556733918197,0.0148196453438326,0.093084560424445,0.159206266605958,0.873506366798754,0.933063619080487,10165,"SLC25A13","7",96120220,96322147,-1,"protein_coding","solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]"
"43","ENSG00000004866",256.972878094381,0.237992707658674,0.134189763370396,1.77355337457267,0.0761370557974587,0.188819300990049,7982,"ST7","7",116953238,117230103,1,"protein_coding","suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]"
"44","ENSG00000004897",1734.79716664625,-0.12191355578493,0.0831946589824687,-1.46540123219473,0.142811481466846,0.292541406381291,996,"CDC27","17",47117703,47189422,-1,"protein_coding","cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]"
"45","ENSG00000004961",159.970439039415,-0.0773463874894712,0.120498962087639,-0.641884263145912,0.520948332759033,0.693372962529998,3052,"HCCS","X",11111301,11123086,1,"protein_coding","holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]"
"46","ENSG00000004975",754.779613269561,-0.0392414524316297,0.089823705526019,-0.436871894805796,0.662204255493711,0.801095436054634,1856,"DVL2","17",7225342,7234517,-1,"protein_coding","dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]"
"47","ENSG00000005007",2934.68509055023,0.308041136105952,0.140282222203537,2.19586724010553,0.0281014471550347,0.0926190292964294,5976,"UPF1","19",18831938,18868236,1,"protein_coding","UPF1, RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]"
"48","ENSG00000005020",773.88320229403,-0.176774442613838,0.0624981990005064,-2.82847258706456,0.00467707064810129,0.0247415080351233,8935,"SKAP2","7",26667068,26995239,-1,"protein_coding","src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]"
"49","ENSG00000005022",1542.76554214333,-0.243810333834349,0.0902230986535705,-2.70230503577035,0.00688605557845532,0.0332418482926348,292,"SLC25A5","X",119468422,119471396,1,"protein_coding","solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]"
"50","ENSG00000005059",196.579843809216,0.294863892525116,0.266975206047568,1.10446170972363,0.269392904597551,0.452075191508738,55013,"MCUB","4",109560209,109688719,1,"protein_coding","mitochondrial calcium uniporter dominant negative beta subunit [Source:HGNC Symbol;Acc:HGNC:26076]"
"51","ENSG00000005073",217.699140302605,-0.637304040716011,0.179064177377502,-3.55908172170279,0.000372153727944433,0.00347756066696339,3207,"HOXA11","7",27181510,27185223,-1,"protein_coding","homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]"
"52","ENSG00000005075",251.367290032632,-0.049920971189824,0.0892521445557941,-0.559325172949956,0.575939818494255,0.737562819429288,5439,"POLR2J","7",102473118,102478907,-1,"protein_coding","RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]"
"53","ENSG00000005100",208.256637558044,0.00555203694435098,0.0890339539117913,0.0623586474644443,0.950277225379771,0.974005266353989,56919,"DHX33","17",5440917,5468982,-1,"protein_coding","DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]"
"54","ENSG00000005156",365.317507138019,-0.332847361770206,0.0737340793458255,-4.51415905268302,6.35684976765996e-06,0.00012538167178241,3980,"LIG3","17",34980494,35009743,1,"protein_coding","DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]"
"55","ENSG00000005175",473.004915346699,0.196541966291244,0.0843100886060549,2.33117969083867,0.01974388657894,0.0717304477061893,79657,"RPAP3","12",47661249,47706030,-1,"protein_coding","RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]"
"56","ENSG00000005194",475.511034571589,0.171906826008616,0.0649621586306133,2.64626098689408,0.00813869972735718,0.0374445344443147,57019,"CIAPIN1","16",57428187,57447420,-1,"protein_coding","cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]"
"57","ENSG00000005206",637.465400494046,-0.104499795365872,0.0749916377441713,-1.39348597402775,0.163472883520087,0.320806407419032,56928,"SPPL2B","19",2328615,2355095,1,"protein_coding","signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]"
"58","ENSG00000005238",1450.66320712045,0.216561511992989,0.0731179231720959,2.96181158596741,0.00305834871675676,0.0180769999186329,80256,"FAM214B","9",35104112,35116341,-1,"protein_coding","family with sequence similarity 214 member B [Source:HGNC Symbol;Acc:HGNC:25666]"
"59","ENSG00000005243",865.936147078002,0.0350751400725994,0.100016033662188,0.350695171446895,0.725817048404795,0.844282357436914,51226,"COPZ2","17",48026167,48038030,-1,"protein_coding","coatomer protein complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]"
"60","ENSG00000005249",72.310232521136,-1.1080349135062,0.294898226506243,-3.75734681972644,0.000171724419875967,0.00191625052117551,5577,"PRKAR2B","7",107044705,107161811,1,"protein_coding","protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"61","ENSG00000005302",658.998595317675,0.138918933100303,0.0730794434121716,1.90093036583207,0.0573111340737905,0.153774335334239,10943,"MSL3","X",11758159,11775772,1,"protein_coding","MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]"
"62","ENSG00000005339",2191.41349621443,-0.127972071147298,0.0850761310306941,-1.50420652181665,0.132528199020389,0.277915743940085,1387,"CREBBP","16",3725054,3880726,-1,"protein_coding","CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]"
"63","ENSG00000005379",66.088700904939,-1.57136820054049,0.363198540778974,-4.32647167901687,1.51516790614465e-05,0.000258321522421833,9256,"TSPOAP1","17",58301228,58328795,-1,"protein_coding","TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]"
"64","ENSG00000005436",91.6707319463288,-0.00787142437744833,0.150470046396219,-0.0523122346670993,0.958279904811366,0.978330250877415,6936,"GCFC2","2",75652000,75710989,-1,"protein_coding","GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]"
"65","ENSG00000005448",146.10561829996,-0.41126815634832,0.143562902683403,-2.86472444246467,0.00417372262063936,0.0227941145109043,84058,"WDR54","2",74421678,74425755,1,"protein_coding","WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]"
"66","ENSG00000005469",360.690696588357,-0.376433809313042,0.201627135437917,-1.86697990077308,0.0619043947055155,0.163053596304548,54677,"CROT","7",87345681,87399795,1,"protein_coding","carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]"
"67","ENSG00000005471",165.60525347612,0.116727673213005,0.329235093780453,0.354542013953239,0.722932723545322,0.84255516443432,5244,"ABCB4","7",87401697,87480435,-1,"protein_coding","ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]"
"68","ENSG00000005483",1166.59883032508,0.0787650501080667,0.0887061188049524,0.887932548162273,0.374577035440369,0.560978140141267,55904,"KMT2E","7",105014179,105114361,1,"protein_coding","lysine methyltransferase 2E [Source:HGNC Symbol;Acc:HGNC:18541]"
"69","ENSG00000005486",931.80068243603,-0.0216546057804609,0.0981023158982317,-0.220734909081297,0.825298848304268,0.905908433678665,57414,"RHBDD2","7",75842602,75888926,1,"protein_coding","rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]"
"70","ENSG00000005700",1769.96372548016,0.0708113004404424,0.0672460312335952,1.05301828437224,0.292332612134696,0.478132110636347,25998,"IBTK","6",82169986,82247754,-1,"protein_coding","inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]"
"71","ENSG00000005801",407.727760538738,0.0355394407657041,0.147333732745431,0.241217269823133,0.809386726650739,0.897087436227343,7748,"ZNF195","11",3339261,3379222,-1,"protein_coding","zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]"
"72","ENSG00000005810",706.87050730034,0.0325774618906943,0.0660512905633886,0.493214615684612,0.621860951759309,0.772013748339842,23077,"MYCBP2","13",77044657,77327094,-1,"protein_coding","MYC binding protein 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:23386]"
"73","ENSG00000005882",435.366415408393,-0.18701573704201,0.122984976457154,-1.52063888150732,0.128350483962992,0.271405781693279,5164,"PDK2","17",50094737,50112152,1,"protein_coding","pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]"
"74","ENSG00000005884",3098.01943878093,0.659405990479568,0.183717080710034,3.58924705275677,0.000331634442359084,0.0032008159351217,3675,"ITGA3","17",50055968,50090481,1,"protein_coding","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]"
"75","ENSG00000005889",1252.70922400293,0.0585462783373052,0.0846204094635717,0.691869475797194,0.489019301216052,0.665805624087286,7543,"ZFX","X",24149173,24216255,1,"protein_coding","zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"
"76","ENSG00000005893",3868.30693355135,0.276924398978718,0.0922802886366389,3.00090521031128,0.00269178343918327,0.0164089768667281,3920,"LAMP2","X",120427827,120469365,-1,"protein_coding","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]"
"77","ENSG00000006007",1053.39185870597,0.275160434853835,0.0768734264262951,3.57939599736267,0.000344389272425938,0.0032848975573991,51573,"GDE1","16",19501693,19522123,-1,"protein_coding","glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]"
"78","ENSG00000006016",1834.20027929152,1.02577754052095,0.663310911545719,1.54645057493562,0.121995787903074,0.261941507548704,9244,"CRLF1","19",18572220,18607741,-1,"protein_coding","cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]"
"79","ENSG00000006025",120.883723089009,-0.928722562054629,0.328232056008826,-2.82946941059789,0.00466252569252355,0.0246955644451509,114881,"AC003665.1","17",47807372,47821834,-1,"protein_coding","oxysterol binding protein like 7 [Source:NCBI gene;Acc:114881]"
"80","ENSG00000006042",1377.13219265622,-0.201677431158711,0.104092976969556,-1.93747394906089,0.0526874348203587,0.145094149081637,26022,"TMEM98","17",32927910,32945106,1,"protein_coding","transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]"
"81","ENSG00000006062",100.184447125156,0.257221779219602,0.19498196902417,1.31920802988565,0.187099574515045,0.351538106790565,9020,"MAP3K14","17",45263119,45317145,-1,"protein_coding","mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]"
"82","ENSG00000006118",976.920401559994,0.118596176946075,0.335789141886484,0.353186455880599,0.72394866107758,0.843350494978701,54972,"TMEM132A","11",60924463,60937159,1,"protein_coding","transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]"
"83","ENSG00000006125",3687.64489758934,-0.315681353232921,0.083752196266804,-3.76923074622753,0.000163751451085885,0.00184355262340057,163,"AP2B1","17",35578046,35726413,1,"protein_coding","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"84","ENSG00000006194",588.326738306005,0.230110252534825,0.0808861466634546,2.84486604971123,0.00444301028214456,0.0238121996596667,10127,"ZNF263","16",3263800,3301401,1,"protein_coding","zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]"
"85","ENSG00000006282",857.07551703851,-0.496373122313831,0.237094346769296,-2.09356793646719,0.0362984863114385,0.111867397657379,64847,"SPATA20","17",50543058,50555852,1,"protein_coding","spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]"
"86","ENSG00000006283",332.416702807125,-2.35517712960759,0.755996513057127,-3.11532803251121,0.00183740450722505,0.0122329147892819,8913,"CACNA1G","17",50560715,50627474,1,"protein_coding","calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]"
"87","ENSG00000006327",3492.5462950389,0.254849465820891,0.107812626287413,2.36381836336588,0.0180876782288809,0.067418194530584,51330,"TNFRSF12A","16",3018445,3022383,1,"protein_coding","TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]"
"88","ENSG00000006451",1914.31531748096,0.0743962349916438,0.100758851344606,0.738359300437046,0.460296139809876,0.64105795281078,5898,"RALA","7",39623565,39708120,1,"protein_coding","RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]"
"89","ENSG00000006453",75.6472412663895,1.50934618265529,0.235757661005453,6.40210874258877,1.53245453250495e-10,1.13969545026236e-08,55971,"BAIAP2L1","7",98291650,98401090,-1,"protein_coding","BAI1 associated protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]"
"90","ENSG00000006459",533.087636479669,0.844764645714901,0.235627241246129,3.58517394358696,0.000336853616520414,0.00324112654008189,80853,"KDM7A","7",140084746,140176983,-1,"protein_coding","lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]"
"91","ENSG00000006468",544.145905888298,0.637473892318753,0.316438263590584,2.0145284741656,0.0439540784611708,0.128218898751765,2115,"ETV1","7",13891229,13991425,-1,"protein_coding","ETS variant 1 [Source:HGNC Symbol;Acc:HGNC:3490]"
"92","ENSG00000006530",202.293938281749,-0.205492361739334,0.0957862376488768,-2.14532240521448,0.0319270783159174,0.101573742110756,55750,"AGK","7",141551189,141655244,1,"protein_coding","acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]"
"93","ENSG00000006534",395.362103269724,-0.101856953580968,0.202700120232059,-0.502500706286499,0.615315355700902,0.766880214824415,221,"ALDH3B1","11",68008578,68029282,1,"protein_coding","aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]"
"94","ENSG00000006576",1459.01486083275,-0.117071434514387,0.188253692886534,-0.621881211036583,0.53401998066665,0.704606592812805,57157,"PHTF2","7",77798792,77957503,1,"protein_coding","putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]"
"95","ENSG00000006606",25.1801063113913,0.184170890666493,0.248974788593049,0.739717028006085,0.459471713646727,0.640474186949897,10344,"CCL26","7",75769533,75789896,-1,"protein_coding","C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]"
"96","ENSG00000006607",1102.12830701459,-0.0176344461096798,0.0734282943032144,-0.240158732774865,0.810207204027032,0.897524724482062,9855,"FARP2","2",241356285,241494841,1,"protein_coding","FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]"
"97","ENSG00000006625",75.7632953689886,-0.22862942113652,0.171013381258743,-1.33690954154403,0.181252165909702,0.344493555862351,79017,"GGCT","7",30496621,30504841,-1,"protein_coding","gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]"
"98","ENSG00000006634",163.35811393031,-0.292894469606217,0.233625982542012,-1.25368962141677,0.209954841726506,0.38149742224033,10926,"DBF4","7",87876216,87909553,1,"protein_coding","DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364]"
"99","ENSG00000006638",47.6252295450551,0.506655545573952,0.265900549892384,1.90543248511147,0.0567238758610194,0.15255476760495,6915,"TBXA2R","19",3594506,3606840,-1,"protein_coding","thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]"
"100","ENSG00000006695",228.178474042171,0.158445493863516,0.0921651481003938,1.71914760762847,0.0855874979364976,0.204901105171585,1352,"COX10","17",14069496,14208677,1,"protein_coding","cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260]"
"101","ENSG00000006704",467.078012859479,-0.0285569714755822,0.101232251255538,-0.282093612671881,0.777871730780769,0.878013774864857,9569,"GTF2IRD1","7",74453790,74602604,1,"protein_coding","GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]"
"102","ENSG00000006712",853.37929385182,-0.220084750578427,0.0899063783172814,-2.44793255715121,0.01436785469447,0.0571235178937687,54623,"PAF1","19",39385629,39391154,-1,"protein_coding","PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]"
"103","ENSG00000006715",1040.53652010711,0.0741512792381823,0.154241639597251,0.480747477994936,0.630695982936716,0.777818422080175,27072,"VPS41","7",38722974,38932394,-1,"protein_coding","VPS41, HOPS complex subunit [Source:HGNC Symbol;Acc:HGNC:12713]"
"104","ENSG00000006740",43.0351013221429,1.2448281469886,0.363295971256678,3.42648486489572,0.000611447836526713,0.00514340319175464,9912,"ARHGAP44","17",12789498,12991643,1,"protein_coding","Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]"
